State,Bill_Number,Bill_Name,Summary,Source_Link,Bill_Type,Year
Maryland,SB 655 – AI Evidence Authenticity Clinic,Nan,"establishes an **ai evidence clinic pilot program** in the state court system, which will provide expert testimony on whether digital evidence was ai-generated or altered. funds are authorized for expert staff to assist courts in authenticating evidence potentially created by ai.",https://mgaleg.maryland.gov/2025RS/bills/sb/sb0655f.pdf,SB,2025
Maryland,SB 685 – Limits on Machine Translation in Elections,Nan,requires local election boards to provide language assistance to voters in required languages and **forbids relying solely on machine translation or ai** for translating voting materials (human review is required).,https://mgaleg.maryland.gov/2025RS/bills/sb/sb0685f.pdf,SB,2025
Maryland,SB 704,State Department Of Education And Department Of Information Technology – Evaluation On Artificial Intelligence In Public Schools,"requires a joint effort by the state department of education and department of information technology to evaluate the usage and potential applications of artificial intelligence in maryland’s public schools. the evaluation involves surveying all local school systems and reviewing existing ai tools that support student learning, with a final report on findings due by late 2026.",https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0704?ys=2025RS,SB,2025
Maryland,SB 936,Consumer Protection – High-Risk Artificial Intelligence – Developer And Deployer Requirements,"imposes comprehensive obligations on both ai developers and entities that deploy high-risk ai systems to ensure transparency and prevent discriminatory outcomes. the bill requires developers to exercise reasonable care to protect consumers from known or foreseeable algorithmic discrimination, mandates impact assessments and disclosures for high-risk ai, and sets forth consumer protection measures (such as required notices and risk mitigation practices) for the deployment of such ai systems. enforcement authority is granted to the maryland attorney general.",https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0936?ys=2025RS,SB,2025
Maryland,SB 977,State And Local Agencies – Enforcement Of Federal Immigration Law – Restrictions On Access To Information (Maryland Data Privacy Act),"called the maryland data privacy act, this bill restricts state and local agencies from sharing personal data, including photographs or performing facial recognition searches, with federal immigration authorities without a court-issued warrant. it updates privacy laws to compel agencies to deny federal access to databases (such as driver’s license photos or other personal records) for immigration enforcement and requires annual reporting of any such federal requests to the general assembly.",https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0977?ys=2025RS,SB,2025
Maryland,SB 987,Artificial Intelligence – Health Software And Health Insurance Decision Making,"requires the maryland health care commission to create a registry of ai-driven health software that is used or offered in the state and bars anyone from distributing or operating such ai health software unless it is registered. additionally, the bill prohibits health insurance carriers from using artificial intelligence to make or influence health care decisions (such as approvals or denials of coverage) directly, aiming to safeguard patient care from unchecked automated decision-making.",https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/SB0987?ys=2025RS,SB,2025
Massachusetts,H 1210,An Act Relative To Ai Health Communications And Informed Patient Consent,"ensures transparency and informed consent when artificial intelligence is used in healthcare. it requires patients to be notified if they receive ai-generated information (and offers a human provider on request), and mandates that health insurers disclose and report any ai algorithms used in processing insurance claims.",https://malegislature.gov/Bills/194/H1210,HB,2025
Massachusetts,H 1564,An Act Relative To Preventing Algorithmic Rent Fixing In The Rental Housing Market,aims to prevent landlords or rental platforms from using algorithms to coordinate or artificially fix rent prices. the bill prohibits algorithm-driven rent-setting practices that could inflate rents or enable collusion in the housing market.,https://malegislature.gov/Bills/194/H1564,HB,2025
Massachusetts,H 1946,An Act To Implement The Recommendations Of The Special Commission On Facial Recognition Technology,"implements comprehensive regulations on the use of facial recognition and other biometric surveillance technologies by law enforcement and public agencies. it establishes strict guidelines requiring legal authorization, transparency, and reporting for any use of facial recognition, with limited exceptions (such as certain emergencies or identifying a deceased person).",https://malegislature.gov/Bills/194/H1946,HB,2025
Massachusetts,H 1978,An Act To Ensure The Responsible Use Of Advanced Robotic Technologies,"places guardrails on the use of advanced robots and drones to protect public safety and privacy. it bans weaponizing robots and using them to harass or physically restrain people, and requires oversight (like warrants and public reporting) for law enforcement use of robotic devices.",https://malegislature.gov/Bills/194/H1978,HB,2025
Massachusetts,H 77,An Act Fostering Artificial Intelligence Responsibility,"regulates the use of artificial intelligence to ensure it is used responsibly, establishing guidelines and oversight for ai systems.",https://malegislature.gov/Bills/194/H77,HB,2025
Massachusetts,H 83,An Act Establishing A Special Legislative Commission To Study Load Growth Due To Ai And Data Centers,creates a special legislative commission to study how the growth of artificial intelligence and data centers is impacting infrastructure (such as energy demand) and to recommend strategies to manage this load growth.,https://malegislature.gov/Bills/194/H83,HB,2025
Massachusetts,H 90,An Act Regulating Provenance Regarding Artificial Intelligence,"requires providers of ai systems to implement and make available tools to track the provenance of ai-generated content, ensuring transparency about the origin and any modifications of synthetic media.",https://malegislature.gov/Bills/194/H90,HB,2025
Massachusetts,H 94,An Act To Ensure Accountability And Transparency In Artificial Intelligence Systems,"seeks to ensure that artificial intelligence systems are deployed with clear accountability and transparency measures in place, establishing standards and oversight to prevent misuse and promote openness in ai operations.",https://malegislature.gov/Bills/194/H94,HB,2025
Massachusetts,H 97,An Act Protecting Consumers In Interactions With Artificial Intelligence Systems,"establishes consumer protections for individuals interacting with ai systems by requiring transparency, fairness, and accountability from ai service providers to prevent harm or unfair outcomes to consumers.",https://malegislature.gov/Bills/194/H97,HB,2025
Massachusetts,HD 1458 / SD 838 – “Act Fostering AI Responsibility”,Nan,directs the state to promote **responsible ai development** with ethical guidelines. (general proposal to encourage safe ai innovation.),https://malegislature.gov/Bills/194/SD838,HB,2025
Massachusetts,HD 1861 – AI Content Provenance,Nan,"would regulate **provenance of ai-generated content**, similar to other states’ deepfake labeling bills, ensuring that ai-altered media can be traced or labeled.",https://malegislature.gov/Bills/194/HD1861,HB,2025
Massachusetts,HD 2226 / SD 1203 / SD 1607 – Algorithmic Rent Fixing,Nan,multiple identical bills to prohibit **algorithmic rental price-fixing** in housing markets. targets rent-setting software used by landlords to prevent collusion and unfair rent hikes.,https://malegislature.gov/Bills/194/SD1203,HB,2025
Massachusetts,HD 396 – “An Act to Ensure Accountability and Transparency in AI Systems”,Nan,"a comprehensive ai governance bill requiring businesses to **disclose their use of ai systems**, especially those targeting consumers or affecting consumer behavior, and to implement risk mitigation measures.",https://malegislature.gov/Bills/194/HD396,HB,2025
Massachusetts,HD 4053 – AI Consumer Protection,Nan,"aims to **protect consumers interacting with ai systems**, likely by requiring disclosures or creating a state ai bill of rights.",https://malegislature.gov/Bills/194/HD4053,HB,2025
Massachusetts,S.1016,An Act Relative To Preventing Algorithmic Rent Fixing In The Rental Housing Market,"prevents the use of algorithms for rent fixing or collusion among landlords in the housing market. it bans coordinated algorithmic rent-setting practices that lead to artificially inflated rents, ensuring rental prices are determined by fair competition rather than automated collusion.",https://malegislature.gov/Bills/194/S1016,SB,2025
Massachusetts,S.1053,An Act To Implement The Recommendations Of The Special Commission On Facial Recognition Technology,"enacts the policy recommendations of a state commission regarding facial recognition technology. it imposes strict controls on law enforcement and public agency use of facial recognition and similar ai-driven identification tools, requiring warrants or explicit authorization and detailed reporting for their use, with narrow exceptions for urgent or specific situations.",https://malegislature.gov/Bills/194/S1053,SB,2025
